Rk,Player,PlayerName,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Blank,ORtg,DRtg,TeamPace,AdjORtg,AdjDRtg,avgMin,IndPos,Ortg/Min,DRtg/Min,Diff,Salary,Dollar/OffCont,Dollar/DefCont,Dollar/ContDiff,Dollar/Minute,Dollar/game,
71,Michael Carter-Williams\cartemi01,Rakeem Christmas,PG,25,CHI,3,0,45,4.5,16.8,0.267,1.1,2.2,0.5,3.4,14.6,0.231,3.4,4.5,0.75,3.4,6.7,10.1,9,2.2,2.2,6.7,6.7,13.5,,77,102,100.4,77.308,102.408,15.00,31.38,24.26,32.13,-7.88,1052342,1616.68,61185.26,-113629.77,1833.35,12833.44,Michael Carter-Williams
72,Omri Casspi\casspom01,Semaj Christon,SF,28,SAC,9,1,154,6.3,14.2,0.442,1.3,4.6,0.286,4.9,9.5,0.517,0.3,0.7,0.5,2.3,7.9,10.2,3.3,1,0,3.3,2.6,14.2,,91,111,103.7,94.367,115.107,17.11,36.97,34.88,42.55,-7.67,543471,184.5,13780.88,-154652.09,380.28,6627.7,Omri Casspi
73,Willie Cauley-Stein\caulewi01,Ian Clark,C,23,SAC,14,0,167,8.5,15.2,0.56,0,0,,8.5,15.2,0.56,3.3,5.2,0.647,2.7,4.9,7.6,1.2,1.8,2.1,3,10.3,20.3,,105,108,103.6,108.78,111.888,11.93,25.75,28.01,28.81,-0.80,1015696,380.46,27794.41,-254782.11,833.71,12386.54,Willie Cauley-Stein
74,Tyson Chandler\chandty01,Jordan Clarkson,C,34,PHO,10,9,272,5.4,7.3,0.738,0,0,,5.4,7.3,0.738,1.9,2.9,0.647,4.2,16.7,20.8,0.7,0.7,0.9,2.1,5.4,12.7,,128,105,101.3,129.664,106.365,27.20,57.40,74.43,61.06,13.37,12500000,2604.74,197767.3,-2669858.5,5568.55,152439.02,Tyson Chandler
75,Wilson Chandler\chandwi01,Darren Collison,SF,29,DEN,15,2,463,11.2,23.7,0.471,2.1,6.2,0.339,9.1,17.5,0.518,4.2,5.3,0.784,2.6,9.5,12.1,2.7,1,0.4,2.4,3.1,28.6,,111,108,94,104.34,101.52,30.87,60.45,63.07,61.37,1.70,5229454,1390.21,92234.02,-483130.61,2277.64,63773.83,Wilson Chandler
76,Marquese Chriss\chrisma01,Nick Collison,PF,19,PHO,18,11,275,7.4,17.2,0.43,1.2,4.1,0.292,6.2,13,0.474,2.4,4.5,0.538,2.4,6.5,8.9,1.7,1.5,1.7,4.5,9.3,18.4,,86,108,103.7,89.182,111.996,15.28,33.01,29.44,36.97,-7.53,3750000,1331.55,244000.59,197620.31,6533.1,45731.71,Marquese Chriss
77,Rakeem Christmas\chrisra01,Mike Conley,PF,25,IND,2,0,12,4.1,16.3,0.25,0,0,,4.1,16.3,0.25,4.1,4.1,1,4.1,8.2,12.2,4.1,0,4.1,0,4.1,12.2,,94,105,94.2,88.548,98.91,6.00,11.78,10.43,11.65,-1.22,26540100,4820.39,413742.75,8854094.75,9980.7,323659.76,Rakeem Christmas
78,Semaj Christon\chrisse01,Pat Connaughton,PG,24,OKC,18,0,236,4.1,14,0.294,0.6,2.5,0.25,3.5,11.5,0.304,0.8,1.4,0.571,0.8,3.3,4.1,8.2,1,0.2,2.1,4.3,9.7,,86,109,101.1,86.946,110.199,13.11,27.62,24.01,30.43,-6.42,874636,272.23,45037.21,44260.7,1333.29,10666.29,Semaj Christon
79,Ian Clark\clarkia01,DeMarcus Cousins,SG,25,GSW,15,0,199,8.9,17.8,0.5,4.1,9.1,0.447,4.8,8.6,0.556,1.7,2.4,0.7,0.5,4.8,5.3,2.9,1.4,0.5,1.7,3.4,23.5,,115,108,94,108.1,101.52,13.27,25.98,28.08,26.38,1.71,16957900,2990.48,268573.7,2820023.84,6330.72,206803.66,Ian Clark
80,Jordan Clarkson\clarkjo01,Robert Covington,SG,24,LAL,18,1,499,10.4,22.6,0.46,2.1,6.2,0.344,8.3,16.5,0.503,3.8,4.6,0.813,1.1,3.7,4.7,3.9,3.3,0.3,3.6,3.2,26.7,,103,110,98.6,101.558,108.46,27.72,56.95,57.83,61.76,-3.93,1015696,332.91,17838.76,-51477.55,445.03,12386.54,Jordan Clarkson
81,Darren Collison\collida01,Allen Crabbe,PG,29,SAC,10,6,300,7.9,16.2,0.49,1.4,3.9,0.348,6.6,12.3,0.534,4.6,5.4,0.844,0.8,2.9,3.7,8.3,2.2,0.2,3.5,2.5,21.8,,113,111,101.1,114.243,112.221,30.00,63.19,72.19,70.91,1.28,18500000,3297.51,260738.8,-7300686.39,7583.52,225609.76,Darren Collison
82,Nick Collison\collini01,Jamal Crawford,PF,36,OKC,5,0,22,0,4.4,0,0,0,,0,4.4,0,0,0,,0,4.4,4.4,11.1,0,0,2.2,6.6,0,,72,111,99.8,71.856,110.778,4.40,9.15,6.57,10.13,-3.56,13253012,3278.19,286154.48,4435394.5,6734.25,161622.1,Nick Collison
83,Mike Conley\conlemi01,Jae Crowder,PG,29,MEM,17,16,547,9.7,22.1,0.44,4,8.5,0.467,5.8,13.6,0.424,7.4,8.2,0.897,0.7,5.1,5.8,9.2,2.3,0.9,3.7,2.6,30.8,,118,103,97,114.46,99.91,32.18,65.02,74.43,64.96,9.46,6286408,1216.29,107971.05,1307649.39,2813.34,76663.51,Mike Conley
84,Pat Connaughton\connapa01,Dante Cunningham,SG,24,POR,8,0,40,6.1,8.5,0.714,1.2,2.4,0.5,4.9,6.1,0.8,2.4,3.6,0.667,0,6.1,6.1,4.9,0,1.2,0,0,15.8,,166,117,101.5,168.49,118.755,5.00,10.57,17.81,12.56,5.26,2978250,816.48,56604.51,-366264.5,1629.75,36320.12,Pat Connaughton
85,DeMarcus Cousins\couside01,Seth Curry,C,26,SAC,18,18,613,14.6,31,0.472,2.5,6.4,0.39,12.2,24.6,0.493,11,14.8,0.743,3.4,12.2,15.5,4.8,1.8,1.7,4.2,6,42.8,,112,105,95.1,106.512,99.855,34.06,67.47,71.87,67.37,4.49,2898000,720.95,65311.2,623425.1,1575.73,35341.46,DeMarcus Cousins
86,Robert Covington\covinro01,Stephen Curry,SF,26,PHI,18,18,499,4.7,15.4,0.308,3.3,11,0.297,1.5,4.5,0.333,2.3,3.1,0.742,1.8,7.1,8.9,1.9,3.4,1.4,3.1,4.6,15,,84,105,103.6,87.024,108.78,27.72,59.83,52.07,65.09,-13.02,12112359,1711.26,149172.94,2365456.57,4515.2,147711.7,Robert Covington
87,Allen Crabbe\crabbal01,Troy Daniels,SG,24,POR,19,1,533,5.3,12.6,0.42,2.2,6.2,0.353,3.1,6.4,0.486,2,2.5,0.815,0.5,4.3,4.8,2.5,0.9,0.5,1.6,3.6,14.8,,105,117,94.2,98.91,110.214,28.05,55.05,54.45,60.68,-6.22,3332940,5234.84,156772.21,-246969.92,4064.56,40645.61,Allen Crabbe
88,Jamal Crawford\crawfja01,Anthony Davis,SG,36,LAC,18,0,446,8,20,0.402,2.7,8.2,0.329,5.4,11.9,0.453,4.1,4.6,0.902,0.2,3,3.2,4.4,1.6,0.1,2.1,2.2,22.9,,104,106,101.5,105.56,107.59,24.78,52.39,55.31,56.37,-1.06,22116750,2913.99,280396.84,1616405.33,7192.44,269716.46,Jamal Crawford
89,Jae Crowder\crowdja01,Deyonta Davis,SF,26,BOS,9,9,243,9,17.4,0.518,3.9,9.4,0.413,5.1,8,0.641,2.1,2.3,0.909,0.6,8.8,9.4,3.5,2.1,1,2.7,4.9,24,,115,105,94.2,108.33,98.91,27.00,52.99,57.40,52.41,4.99,1369229,909.79,108919.74,236782.05,2455.58,16697.91,Jae Crowder
90,Dante Cunningham\cunnida01,Ed Davis,SF,29,NOP,15,10,353,4.6,11.6,0.393,2.2,5.4,0.41,2.3,6.2,0.378,0.3,0.7,0.4,1.8,6.3,8.1,1.1,1.4,1.5,1.4,3.7,11.6,,93,107,101.1,94.023,108.177,23.53,49.57,46.60,53.62,-7.02,6666667,2766.65,193255.86,-1304477.06,5420.05,81300.82,Dante Cunningham
91,Seth Curry\curryse01,Dewayne Dedmon,PG,26,DAL,16,6,448,7.4,17.7,0.418,2.4,8.1,0.3,5,9.6,0.518,1.4,1.9,0.75,0.8,3.9,4.8,5.1,2,0.3,2.8,3.7,18.7,,97,109,93.9,91.083,102.351,28.00,54.78,49.89,56.06,-6.17,2898000,975.64,99169.3,413924.04,2132.67,35341.46,Seth Curry
92,Stephen Curry\curryst01,Sam Dekker,PG,28,GSW,18,18,604,12.5,25.3,0.494,5.9,14.1,0.421,6.6,11.2,0.585,7,7.6,0.917,1,4.8,5.9,8.5,2.1,0.3,4.3,3.3,37.9,,123,107,96.1,118.203,102.827,33.56,67.18,79.41,69.08,10.33,1720560,692.42,53709.37,-993623.32,1398.83,20982.44,Stephen Curry
93,Troy Daniels\danietr01,Malcolm Delaney,SG,25,MEM,7,2,88,2.4,16.5,0.143,1.8,12.4,0.143,0.6,4.1,0.143,1.2,1.2,1,0.6,4.1,4.7,2.4,0.6,0.6,1.8,2.4,7.6,,53,108,99.7,52.841,107.676,12.57,26.11,13.80,28.12,-14.32,2500000,857.45,68282.38,-2367122.61,1793.4,30487.8,Troy Daniels
94,Anthony Davis\davisan02,Matthew Dellavedova,PF,23,NOP,17,17,633,14.5,28,0.519,0.8,3,0.282,13.7,25,0.548,11.4,14,0.813,2.1,12.3,14.4,2.8,2.3,3.7,3.2,2.6,41.3,,115,98,98.6,113.39,96.628,37.24,76.49,86.73,73.91,12.82,9607500,1955.63,154309.95,-4089213.74,4040.16,117164.63,Anthony Davis
95,Deyonta Davis\davisde01,Luol Deng,C,20,MEM,14,0,108,6.7,11.5,0.583,0,0,,6.7,11.5,0.583,1.9,3.8,0.5,5.3,7.7,12.9,0.5,0.5,4.3,1.9,7.7,15.3,,113,101,101.3,114.469,102.313,7.71,16.28,18.64,16.66,1.98,18000000,4235.93,311637.49,-3031382.81,8693.55,219512.2,Deyonta Davis
96,Ed Davis\davised01,DeMar DeRozan,PF,27,POR,19,6,327,4.3,8.6,0.5,0,0,,4.3,8.6,0.5,2.4,4,0.593,4.9,8.9,13.8,1.8,0.9,1.6,2.2,8.9,11,,109,112,94.8,103.332,106.176,17.21,33.99,35.12,36.09,-0.97,26540100,3975.34,359805.37,3467215.37,8708.33,323659.76,Ed Davis
97,Dewayne Dedmon\dedmode01,Cheick Diallo,C,27,SAS,11,0,144,5.7,12.9,0.444,0,0,,5.7,12.9,0.444,3.6,5,0.714,7.1,12.1,19.3,0.7,2.1,5.4,2.1,9.6,15,,109,96,101.5,110.635,97.44,13.09,27.68,30.63,26.97,3.65,543471,1429.61,40192.5,-61162.49,1104.62,6627.7,Dewayne Dedmon
98,Sam Dekker\dekkesa01,Boris Diaw,SF,22,HOU,17,0,287,6.6,13.1,0.5,2.4,6,0.4,4.1,7.1,0.585,0.5,1,0.5,2.1,7.6,9.7,3.3,1.6,0.7,1.7,3.5,16,,118,109,90.8,107.144,98.972,16.88,31.94,34.22,31.61,2.61,7000000,7717.34,161082.02,-216085.63,3711.56,85365.85,Sam Dekker
99,Malcolm Delaney\delanma01,Gorgui Dieng,PG,27,ATL,18,0,304,6.2,16.3,0.382,1.1,4.3,0.259,5.1,12,0.427,3.8,4,0.96,0.5,4.9,5.4,9.4,1.3,0.2,4.3,3.8,17.4,,97,104,93.5,90.695,97.24,16.89,32.90,29.84,31.99,-2.15,2348783,471.79,42442.57,437158.47,970.97,28643.7,Malcolm Delaney
100,Matthew Dellavedova\dellama01,Goran Dragic,PG,26,MIL,15,15,437,5.3,13.5,0.39,1.8,5.4,0.34,3.4,8.1,0.423,1.1,1.5,0.769,0.7,4.3,5,10.7,1.7,0.1,3.8,3.4,13.5,,98,109,95.6,93.688,104.204,29.13,58.02,54.36,60.46,-6.10,15890000,2789.59,239639.4,5032427.42,5842.63,193780.49,Matthew Dellavedova
101,Luol Deng\denglu01,Andre Drummond,SF,31,LAL,18,18,430,4.8,14.5,0.331,1.5,4.9,0.295,3.4,9.6,0.349,2,2.6,0.783,2.5,8.3,10.7,3,1.1,0.3,1.5,2.3,13.1,,96,112,95.6,91.776,107.072,23.89,47.58,43.67,50.94,-7.28,22116750,4965.88,429576.06,7818284.36,9077,269716.46,Luol Deng
102,DeMar DeRozan\derozde01,Jared Dudley,SG,27,TOR,17,17,618,14.7,30.5,0.481,0.7,2.5,0.258,14,28,0.501,10.5,12.9,0.816,1.5,5.9,7.3,5.7,1.9,0.1,3.6,2.8,40.5,,114,111,102.3,116.622,113.553,36.35,77.48,90.36,87.98,2.38,10470000,2469.45,191244.93,-3442408.81,5491.74,127682.93,DeMar DeRozan
103,Cheick Diallo\diallch01,Mike Dunleavy,PF,20,NOP,1,0,6,0,16.2,0,0,0,,0,16.2,0,0,0,,8.1,0,8.1,0,0,8.1,0,0,0,,38,105,96.2,36.556,101.01,6.00,12.03,4.40,12.15,-7.75,4837500,1725.66,138907.48,-7570457.51,3559.98,58993.9,Cheick Diallo
104,Boris Diaw\diawbo01,Kris Dunn,PF,34,UTA,9,6,190,3.6,10.2,0.351,0.8,4.1,0.2,2.8,6.1,0.455,1.1,1.4,0.8,1.7,3.6,5.2,4.1,0.8,0,3,5,9.1,,85,107,93.5,79.475,100.045,21.11,41.12,32.68,41.14,-8.46,3872520,1186.71,88889.51,-1027167.67,2053.3,47225.85,Boris Diaw
105,Gorgui Dieng\dienggo01,Kevin Durant,PF,27,MIN,17,17,541,7,13.2,0.528,0.2,0.7,0.25,6.8,12.4,0.545,2.7,3.5,0.763,4.3,8.8,13.1,4.2,1.7,2.1,3.2,5.2,16.8,,111,106,103.6,114.996,109.816,31.82,68.69,78.99,75.43,3.56,26540100,3217.01,322134.55,1456608.38,9135.56,323659.76,Gorgui Dieng
106,Goran Dragic\dragigo01,Henry Ellenson,PG,30,MIA,12,12,388,8.8,20.5,0.429,2.4,6.1,0.391,6.5,14.5,0.445,5.7,7.1,0.796,1.4,4.2,5.7,10.4,1.7,0.4,4.6,4.2,25.7,,108,107,95.6,103.248,102.292,32.33,64.40,66.49,65.87,0.62,1704120,3898.11,430981.7,1237334.57,8906.55,20781.95,Goran Dragic
107,Andre Drummond\drumman01,Monta Ellis,C,23,DET,17,17,512,10.9,20.8,0.522,0.1,0.1,1,10.8,20.7,0.519,3,6.6,0.455,5.9,16.8,22.7,2.1,2.9,1.8,3.4,4.2,24.8,,102,93,100.4,102.408,93.372,30.12,63.00,64.51,58.82,5.69,10770000,1880.74,140572.6,-1588470.36,4068.1,131341.46,Andre Drummond
108,Jared Dudley\dudleja01,Joel Embiid,PF,31,PHO,17,7,424,5.6,11.7,0.476,2.7,6.5,0.414,2.9,5.2,0.553,1.9,3.1,0.607,1.4,5.7,7.1,4.1,1.4,0.4,2,5.3,15.7,,117,110,98.6,115.362,108.46,24.94,51.23,59.10,55.57,3.54,4826160,1429.35,112470.9,-2783654.68,2750.26,58855.61,Jared Dudley
109,Mike Dunleavy\dunlemi02,James Ennis,SF,36,CLE,13,1,206,4.3,12.7,0.34,2.4,8.6,0.278,1.9,4.1,0.471,1.9,2.4,0.8,0.2,5.3,5.5,2.9,1,0.5,1.4,4.1,12.9,,98,109,94.2,92.316,102.678,15.85,31.10,28.71,31.93,-3.22,2898000,534.48,47135.51,624545.51,1126.42,35341.46,Mike Dunleavy
110,Kris Dunn\dunnkr01,Tyler Ennis,PG,22,MIN,17,5,308,3.3,10.3,0.317,0.7,2,0.333,2.6,8.3,0.314,2.4,4.1,0.6,1,5.9,6.9,7.3,3.8,0.8,3.4,6,9.6,,87,105,96.1,83.607,100.905,18.12,36.27,30.33,36.60,-6.27,1733880,1850.18,83113.15,-183807.94,2242.64,21144.88,Kris Dunn
111,Kevin Durant\duranke01,Dante Exum,SF,28,GSW,18,18,620,13.4,23.5,0.57,2.9,6.6,0.442,10.5,16.9,0.621,7.8,9.2,0.849,1.1,10.6,11.6,6.6,2.2,2.2,3.2,2.9,37.5,,129,101,90.8,117.132,91.708,34.44,65.16,76.32,59.75,16.57,3940320,1260.18,115889.88,953862.89,2597.44,48052.68,Kevin Durant
112,Henry Ellenson\ellenhe01,Kenneth Faried,PF,20,DET,5,0,14,3.6,10.9,0.333,0,0,,3.6,10.9,0.333,0,0,,3.6,18.2,21.9,3.6,0,0,0,0,7.3,,98,101,101.4,99.372,102.414,2.80,5.92,5.88,6.06,-0.18,12078652,2710.35,249187.73,2055798.8,6444.4,147300.63,Henry Ellenson
113,Wayne Ellington\ellinwa01,Jordan Farmar,SG,29,MIA,1,0,27,7.6,17,0.444,1.9,9.5,0.2,5.7,7.6,0.75,0,0,,0,3.8,3.8,3.8,0,0,0,5.7,17,,112,111,94,105.28,104.34,27.00,52.88,55.67,55.17,0.50,510921,185.97,14550.39,-317198.58,356.04,6230.74,Wayne Ellington
114,Monta Ellis\ellismo01,Derrick Favors,SG,31,IND,18,17,601,6.2,13.9,0.447,1.1,3.5,0.326,5.1,10.3,0.488,2,2.5,0.806,0.2,5.2,5.5,6.1,2,1,3.9,3.7,15.6,,94,106,90.8,85.352,96.248,33.39,63.16,53.91,60.79,-6.88,11050000,3540.82,275683.47,-5458532.62,5716.93,134756.1,Monta Ellis
115,Joel Embiid\embiijo01,Kay Felder,C,22,PHI,12,12,274,13,27,0.48,2.7,5.4,0.5,10.3,21.6,0.475,10.6,13.9,0.766,4.1,12.6,16.7,3.2,1.1,5.2,8.8,7.4,39.3,,97,102,96.2,93.314,98.124,22.83,45.76,42.70,44.90,-2.20,543471,661.07,48184.97,-433664.74,1325.54,6627.7,Joel Embiid
116,James Ennis\ennisja01,Cristiano Felicio,SF,26,MEM,14,13,409,5.3,12,0.442,1.8,5.2,0.341,3.5,6.8,0.519,3.7,4.6,0.806,2.9,6.5,9.4,2.4,1.6,0.3,1.9,5.6,16.1,,114,104,96.3,109.782,100.152,29.21,58.61,64.34,58.70,5.64,874636,362.94,33343.23,277005.27,848.46,10666.29,James Ennis
117,Tyler Ennis\ennisty01,Raymond Felton,PG,22,HOU,12,0,113,7.5,17.5,0.425,1.8,4.8,0.364,5.7,12.7,0.448,0.4,0.9,0.5,1.8,3.1,4.8,8.3,2.2,0,5.7,8.3,17.1,,92,111,99.8,91.816,110.778,9.42,19.58,17.98,21.69,-3.71,1551659,441.83,43167.5,225430.29,1026.81,18922.67,Tyler Ennis
118,Dante Exum\exumda01,Dorian Finney-Smith,PG,21,UTA,17,6,364,6.2,15.1,0.41,1.7,6.2,0.279,4.5,8.9,0.5,2.3,2.9,0.8,1.7,4,5.8,3.7,0.6,0.9,2.2,5.2,16.4,,102,106,95.1,97.002,100.806,21.41,42.42,41.15,42.76,-1.61,543471,330.6,30004.24,280948.76,710.11,6627.7,Dante Exum
119,Kenneth Faried\farieke01,Bryn Forbes,PF,27,DEN,17,9,403,6.7,13.6,0.496,0,0.4,0,6.7,13.2,0.509,5.3,7.3,0.721,7.4,11.4,18.8,1.8,2.5,2.2,2.5,4.4,18.7,,117,101,93.9,109.863,94.839,23.71,46.37,50.95,43.98,6.97,543471,481.84,38047.85,-1027292.08,920.51,6627.7,Kenneth Faried
120,Jordan Farmar\farmajo01,Evan Fournier,PG,30,SAC,2,0,35,5.8,17.4,0.333,5.8,13,0.444,0,4.3,0,0,0,,1.4,2.9,4.3,13,2.9,0,4.3,1.4,17.4,,105,110,95.8,100.59,105.38,17.50,34.93,35.13,36.81,-1.67,17000000,3096.2,233486.73,-2905612.63,6097.56,207317.07,Jordan Farmar
121,Derrick Favors\favorde01,Randy Foye,PF,25,UTA,11,9,264,9.1,19.5,0.469,0.2,0.4,0.5,8.9,19.1,0.469,4.4,7.1,0.611,3,11.3,14.3,1.4,2.2,2.2,2.8,5,22.8,,98,97,100.6,98.588,97.582,24.00,50.30,49.59,49.08,0.51,2500000,1229.6,74293.77,-282316.33,2177.7,30487.8,Derrick Favors
122,Kay Felder\feldeka01,Tim Frazier,PG,21,CLE,5,0,45,6.6,17.5,0.375,0,1.1,0,6.6,16.5,0.4,6.6,8.8,0.75,1.1,6.6,7.7,9.9,0,1.1,4.4,3.3,19.7,,99,109,101.5,100.485,110.635,9.00,19.03,19.12,21.06,-1.93,2090000,372.73,30563.96,#DIV/0!,863.99,25487.8,Kay Felder
123,Cristiano Felicio\feliccr01,Channing Frye,C,24,CHI,11,0,104,4.9,13.1,0.37,0,0,,4.9,13.1,0.37,1.5,1.9,0.75,7.8,9.2,17,2.9,1,0.5,1.9,6.8,11.2,,103,105,96.2,99.086,101.01,9.45,18.95,18.78,19.14,-0.36,7806971,2499.29,214608.93,4549709.34,5348.71,95206.96,Cristiano Felicio
124,Raymond Felton\feltora01,Danilo Gallinari,PG,32,LAC,18,0,303,5.4,12.3,0.44,2,4.4,0.444,3.5,7.9,0.438,0.7,1,0.667,0.7,4.1,4.8,4.1,2,1,2.3,3.9,13.5,,100,103,101.4,101.4,104.442,16.83,35.56,36.06,37.14,-1.08,15050000,1861.14,175434.42,1173217.66,4903.65,183536.59,Raymond Felton
125,Yogi Ferrell\ferreyo01,Langston Galloway,PG,23,BRK,9,0,148,5.4,15.3,0.354,2.5,8.6,0.296,2.9,6.7,0.429,3.2,5.1,0.625,1.3,2.5,3.8,5.4,0.6,0.6,4.5,3.5,16.6,,89,117,101.5,90.335,118.755,16.44,34.77,31.41,41.29,-9.88,5200000,1716.54,118393.34,-745181.61,3315.8,63414.63,Yogi Ferrell
126,Dorian Finney-Smith\finnedo01,Marc Gasol,SF,23,DAL,15,8,263,4.1,11.5,0.362,1.8,6.7,0.265,2.4,4.7,0.5,1.8,2.2,0.818,2,3.8,5.7,1.8,1.4,0.8,0.8,4.3,11.9,,103,110,94.2,97.026,103.62,17.53,34.41,33.39,35.65,-2.27,21165675,4198.65,340979.14,-35461831.01,7994.8,258117.99,Dorian Finney-Smith
127,Bryn Forbes\forbebr01,Pau Gasol,SG,23,SAS,9,0,51,4,12.1,0.333,1,5,0.2,3,7.1,0.429,1,1,1,0,4,4,1,1,0,0,5,10.1,,88,110,93.9,82.632,103.29,5.67,11.09,9.16,11.45,-2.29,15500000,4194.74,357457.66,9115170.26,8167.72,189024.39,Bryn Forbes
128,Evan Fournier\fournev01,Rudy Gay,SG,24,ORL,17,17,581,8.9,21,0.425,3,8.4,0.354,6,12.6,0.472,5.3,6.4,0.836,1,3.8,4.7,4.7,1.6,0,3.2,4,26.2,,106,108,94,99.64,101.52,34.18,66.93,66.69,67.95,-1.26,13333333,2239.62,199095.55,2367024.92,4782.4,162601.62,Evan Fournier
129,Randy Foye\foyera01,Michael Gbinije,SG,33,BRK,10,1,174,5.1,14.6,0.352,3,9.5,0.314,2.2,5.1,0.421,1.9,2.4,0.778,0,5.7,5.7,6.8,0.8,0,4.1,3.8,15.2,,91,115,95.6,86.996,109.94,17.40,34.66,30.15,38.10,-7.95,650000,1734.66,93103.79,-269510.98,2378.05,7926.83,Randy Foye
130,Tim Frazier\fraziti01,Paul George,PG,26,NOP,18,18,557,6.6,14.8,0.444,1.5,3.9,0.378,5.1,10.8,0.468,3.7,4.3,0.857,0.8,4.5,5.3,12.1,1.4,0.3,4.2,4.6,18.3,,107,109,100.4,107.428,109.436,30.94,64.73,69.53,70.83,-1.30,18314532,2938.66,232207.95,-6385718.72,6541.57,223347.95,Tim Frazier
131,Channing Frye\fryech01,Taj Gibson,C,33,CLE,11,0,198,10.7,24.4,0.439,8,16.5,0.485,2.7,8,0.344,1.5,1.5,1,1.5,7,8.5,2,1,2.5,2,4.7,30.9,,117,105,96.3,112.671,101.115,18.00,36.11,40.69,36.52,4.17,8950000,1915.4,170921.47,1937110.01,4107.66,109146.34,Channing Frye
132,Danilo Gallinari\gallida01,Manu Ginobili,SF,28,DEN,14,14,507,6.4,15.8,0.404,2.4,6.7,0.357,4,9.2,0.438,7.2,8.4,0.864,0.8,5.3,6.1,2.8,0.9,0.5,1.9,1.5,22.4,,117,110,93.9,109.863,103.29,36.21,70.84,77.83,73.17,4.66,14000000,5310.11,372626.72,-2583545.25,8681.27,170731.71,Danilo Gallinari
133,Langston Galloway\gallola01,Rudy Gobert,PG,25,NOP,18,0,377,7.6,19.1,0.399,3.9,9.7,0.4,3.7,9.4,0.397,1.3,1.7,0.769,0.8,5.2,5.9,3.7,2.7,0.1,1.7,3.4,20.4,,99,106,90.8,89.892,96.248,20.94,39.62,35.62,38.13,-2.52,2121288,436.43,42360.02,230626.76,869.56,25869.37,Langston Galloway
134,Marc Gasol\gasolma01,Aaron Gordon,C,32,MEM,17,17,563,10.5,24,0.437,2.3,5.5,0.417,8.2,18.5,0.443,4.9,6.2,0.791,1.3,7.4,8.7,5.9,1.2,2.5,3.3,3.1,28.1,,104,102,95.8,99.632,97.716,33.12,66.10,65.85,64.59,1.27,4351320,902.43,73294.2,-7695891.51,1794.46,53064.88,Marc Gasol
135,Pau Gasol\gasolpa01,Eric Gordon,C,36,SAS,17,17,439,9.4,19.1,0.491,0.8,2.1,0.389,8.5,17,0.503,2.5,3.9,0.636,2.3,12.1,14.4,5.3,0.9,2.3,2.5,3.5,22,,107,103,96.1,102.827,98.983,25.82,51.70,53.16,51.18,1.99,12385364,2282.55,177231.26,-3337855.32,4699.05,151041.02,Pau Gasol
136,Rudy Gay\gayru01,Marcin Gortat,SF,30,SAC,17,17,589,10.2,21.9,0.469,1.9,4.7,0.4,8.3,17.1,0.487,6.3,7.6,0.83,1.5,7.7,9.2,4.5,2,1.2,3.4,3.8,28.7,,109,108,96.5,105.185,104.22,34.65,69.66,73.27,72.59,0.67,12000000,1782.62,161344.26,1554771.92,4046.31,146341.46,Rudy Gay
137,Michael Gbinije\gbinimi01,Treveon Graham,SG,24,DET,4,0,15,0,10.2,0,0,6.8,0,0,3.4,0,6.8,6.8,1,0,3.4,3.4,3.4,0,0,0,3.4,6.8,,72,110,96.7,69.624,106.37,3.75,7.55,5.26,8.04,-2.78,543471,328.71,36467.27,103323.93,883.69,6627.7,Michael Gbinije
138,Alonzo Gee\geeal01,Jerami Grant,SF,29,DEN,6,0,64,2.3,8.3,0.273,0,2.3,0,2.3,6,0.375,3.8,6.8,0.556,1.5,6,7.6,3.8,3.8,0.8,1.5,6,8.3,,88,103,#N/A,#N/A,#N/A,10.67,#N/A,#N/A,#N/A,#N/A,980431,#N/A,#N/A,#N/A,602.85,11956.48,Alonzo Gee
139,Paul George\georgpa01,Jerami Grant,SF,26,IND,12,12,419,10.5,24,0.439,3.4,9.1,0.372,7.1,14.8,0.48,4.7,5,0.93,1.6,8.1,9.7,4.9,2.6,0.8,4.3,3.5,29.1,,103,103,98.6,101.558,101.558,34.92,71.72,72.84,72.84,0.00,980431,423.48,22488.54,-63818.83,583.24,11956.48,Paul George
140,Jonathan Gibson\gibsojo01,Jerami Grant,PG,29,DAL,6,0,111,8.4,19.7,0.429,3.7,10.8,0.348,4.7,8.9,0.526,8.9,11.2,0.792,0.5,5.1,5.6,5.6,1.9,0,6.6,4.7,29.5,,101,109,103.7,104.737,113.033,18.50,39.97,41.86,45.18,-3.32,980431,355.44,23136.33,-112211.19,613.15,11956.48,Jonathan Gibson
